CallNumber,CallType,UnitType,ReceivedDtTm,DispatchDtTm,ResponseDtTm,OnSceneDtTm,AvailableDtTm,City,Latitude,Longitude,RouteID,DestinationName,DestinationLat,DestinationLon
900109,Medical Incident,ENGINE,2024-03-25 21:14:00,2024-03-25 21:17:00,2024-03-25 21:27:00,2024-03-25 21:29:00,2024-03-25 21:52:00,Chicago,41.846925,-87.899745,R10109,Advocate Illinois Masonic,41.938813,-87.65137
900110,Medical Incident,MEDIC,2024-01-26 23:53:00,2024-01-26 23:56:00,2024-01-27 00:03:00,2024-01-27 00:06:00,2024-01-27 00:30:00,Chicago,41.94869,-87.632547,R10110,Mount Sinai Hospital,41.860552,-87.71671
900111,Medical Incident,ENGINE,2024-05-07 01:22:00,2024-05-07 01:26:00,2024-05-07 01:35:00,2024-05-07 01:41:00,2024-05-07 02:02:00,Chicago,41.963433,-87.84307,R10111,St. Bernard Hospital,41.777979,-87.640883
900112,Traffic Collision,MEDIC,2024-02-18 22:16:00,2024-02-18 22:21:00,2024-02-18 22:31:00,2024-02-18 22:33:00,2024-02-18 22:46:00,Chicago,41.643493,-87.640256,R10112,St. Bernard Hospital,41.777331,-87.639838
900113,Traffic Collision,ENGINE,2024-03-22 16:52:00,2024-03-22 16:56:00,2024-03-22 17:00:00,2024-03-22 17:03:00,2024-03-22 17:20:00,Chicago,41.708187,-87.656414,R10113,University of Chicago Medical Center,41.788782,-87.602901
900114,Traffic Collision,AMBULANCE,2024-05-17 20:11:00,2024-05-17 20:13:00,2024-05-17 20:23:00,2024-05-17 20:27:00,2024-05-17 20:50:00,Chicago,41.781323,-87.872386,R10114,Holy Cross Hospital,41.776592,-87.695738
900115,Traffic Collision,ENGINE,2024-06-01 10:07:00,2024-06-01 10:11:00,2024-06-01 10:21:00,2024-06-01 10:28:00,2024-06-01 10:58:00,Chicago,41.642151,-87.553143,R10115,Advocate Illinois Masonic,41.939305,-87.651979
900116,Medical Incident,MEDIC,2024-05-02 22:15:00,2024-05-02 22:20:00,2024-05-02 22:25:00,2024-05-02 22:28:00,2024-05-02 22:57:00,Chicago,41.770678,-87.601491,R10116,Holy Cross Hospital,41.776761,-87.695146
900117,Traffic Collision,MEDIC,2024-06-25 17:57:00,2024-06-25 18:03:00,2024-06-25 18:05:00,2024-06-25 18:13:00,2024-06-25 18:33:00,Chicago,41.812571,-87.659426,R10117,University of Chicago Medical Center,41.789324,-87.60413
900118,Medical Incident,TRUCK,2024-02-17 11:51:00,2024-02-17 11:53:00,2024-02-17 11:59:00,2024-02-17 12:02:00,2024-02-17 12:27:00,Chicago,41.709275,-87.616678,R10118,UIC Hospital,41.873912,-87.672935
900119,Medical Incident,MEDIC,2024-04-06 20:37:00,2024-04-06 20:39:00,2024-04-06 20:43:00,2024-04-06 20:48:00,2024-04-06 21:10:00,Chicago,41.847884,-87.916361,R10119,Holy Cross Hospital,41.775994,-87.697214
900120,Traffic Collision,AMBULANCE,2024-02-17 12:24:00,2024-02-17 12:30:00,2024-02-17 12:37:00,2024-02-17 12:40:00,2024-02-17 12:52:00,Chicago,41.728231,-87.617025,R10120,Mount Sinai Hospital,41.860771,-87.715333
900121,Medical Incident,AMBULANCE,2024-06-14 15:29:00,2024-06-14 15:32:00,2024-06-14 15:36:00,2024-06-14 15:43:00,2024-06-14 16:01:00,Chicago,41.997457,-87.747944,R10121,Advocate Illinois Masonic,41.937988,-87.652897
900122,Medical Incident,MEDIC,2024-01-11 07:56:00,2024-01-11 07:58:00,2024-01-11 08:02:00,2024-01-11 08:10:00,2024-01-11 08:33:00,Chicago,41.727046,-87.72261,R10122,Northwestern Memorial Hospital,41.89191,-87.61823
900123,Traffic Collision,ENGINE,2024-06-27 01:42:00,2024-06-27 01:44:00,2024-06-27 01:49:00,2024-06-27 01:53:00,2024-06-27 02:03:00,Chicago,41.901671,-87.912309,R10123,Saints Mary and Elizabeth,41.901175,-87.684321
900124,Traffic Collision,MEDIC,2024-04-08 02:29:00,2024-04-08 02:35:00,2024-04-08 02:44:00,2024-04-08 02:49:00,2024-04-08 03:19:00,Chicago,41.994342,-87.803798,R10124,Norwegian American Hospital (Humboldt Park),41.903614,-87.702642
900125,Medical Incident,MEDIC,2024-04-04 06:05:00,2024-04-04 06:10:00,2024-04-04 06:15:00,2024-04-04 06:19:00,2024-04-04 06:30:00,Chicago,41.8922,-87.722973,R10125,University of Chicago Medical Center,41.789245,-87.604507
900126,Traffic Collision,MEDIC,2024-02-21 03:45:00,2024-02-21 03:49:00,2024-02-21 03:55:00,2024-02-21 03:58:00,2024-02-21 04:25:00,Chicago,41.951301,-87.805286,R10126,University of Chicago Medical Center,41.789559,-87.603127
900127,Medical Incident,MEDIC,2024-01-15 06:22:00,2024-01-15 06:25:00,2024-01-15 06:30:00,2024-01-15 06:36:00,2024-01-15 06:49:00,Chicago,41.874438,-87.581174,R10127,Northwestern Memorial Hospital,41.892552,-87.621407
900128,Traffic Collision,ENGINE,2024-04-22 01:04:00,2024-04-22 01:09:00,2024-04-22 01:11:00,2024-04-22 01:18:00,2024-04-22 01:38:00,Chicago,41.889177,-87.868062,R10128,University of Chicago Medical Center,41.788336,-87.60264
900129,Traffic Collision,MEDIC,2024-04-27 02:28:00,2024-04-27 02:32:00,2024-04-27 02:37:00,2024-04-27 02:45:00,2024-04-27 03:13:00,Chicago,41.877764,-87.854876,R10129,St. Bernard Hospital,41.778311,-87.639525
900130,Traffic Collision,MEDIC,2024-06-17 04:39:00,2024-06-17 04:43:00,2024-06-17 04:49:00,2024-06-17 04:57:00,2024-06-17 05:18:00,Chicago,41.833549,-87.785806,R10130,Advocate Illinois Masonic,41.937698,-87.652005
900131,Traffic Collision,MEDIC,2024-04-05 16:23:00,2024-04-05 16:24:00,2024-04-05 16:28:00,2024-04-05 16:31:00,2024-04-05 17:01:00,Chicago,41.805259,-87.919218,R10131,St. Bernard Hospital,41.778323,-87.641827
900132,Traffic Collision,AMBULANCE,2024-05-04 02:15:00,2024-05-04 02:19:00,2024-05-04 02:24:00,2024-05-04 02:28:00,2024-05-04 02:48:00,Chicago,41.649556,-87.666756,R10132,UIC Hospital,41.872493,-87.673911
900133,Medical Incident,MEDIC,2024-02-17 23:07:00,2024-02-17 23:09:00,2024-02-17 23:17:00,2024-02-17 23:20:00,2024-02-17 23:48:00,Chicago,41.83523,-87.781019,R10133,University of Chicago Medical Center,41.78969,-87.604401
900134,Medical Incident,MEDIC,2024-01-12 20:57:00,2024-01-12 21:03:00,2024-01-12 21:08:00,2024-01-12 21:11:00,2024-01-12 21:28:00,Chicago,41.660416,-87.730663,R10134,St. Bernard Hospital,41.77807,-87.640016
900135,Medical Incident,TRUCK,2024-05-02 14:15:00,2024-05-02 14:19:00,2024-05-02 14:27:00,2024-05-02 14:29:00,2024-05-02 14:56:00,Chicago,42.01054,-87.66761,R10135,Norwegian American Hospital (Humboldt Park),41.903098,-87.704773
900136,Medical Incident,TRUCK,2024-06-02 02:36:00,2024-06-02 02:41:00,2024-06-02 02:49:00,2024-06-02 02:52:00,2024-06-02 03:12:00,Chicago,41.725674,-87.715223,R10136,Holy Cross Hospital,41.779276,-87.695594
900137,Medical Incident,AMBULANCE,2024-02-03 22:44:00,2024-02-03 22:48:00,2024-02-03 22:55:00,2024-02-03 23:03:00,2024-02-03 23:16:00,Chicago,41.647008,-87.93226,R10137,Northwestern Memorial Hospital,41.896153,-87.620767
900138,Traffic Collision,AMBULANCE,2024-01-12 15:52:00,2024-01-12 15:54:00,2024-01-12 15:57:00,2024-01-12 16:00:00,2024-01-12 16:20:00,Chicago,41.886018,-87.570204,R10138,University of Chicago Medical Center,41.788889,-87.603024
900139,Medical Incident,AMBULANCE,2024-05-17 01:46:00,2024-05-17 01:48:00,2024-05-17 01:57:00,2024-05-17 01:58:00,2024-05-17 02:09:00,Chicago,41.666605,-87.848706,R10139,St. Bernard Hospital,41.77716,-87.641599
900140,Medical Incident,MEDIC,2024-05-06 06:54:00,2024-05-06 06:56:00,2024-05-06 07:05:00,2024-05-06 07:13:00,2024-05-06 07:41:00,Chicago,42.014797,-87.678743,R10140,Rush University Medical Center,41.875033,-87.67781
900141,Traffic Collision,MEDIC,2024-01-21 01:52:00,2024-01-21 01:56:00,2024-01-21 01:59:00,2024-01-21 02:05:00,2024-01-21 02:17:00,Chicago,41.694215,-87.750534,R10141,Saints Mary and Elizabeth,41.902342,-87.682124
900142,Medical Incident,MEDIC,2024-05-29 16:53:00,2024-05-29 16:58:00,2024-05-29 17:02:00,2024-05-29 17:06:00,2024-05-29 17:23:00,Chicago,41.733196,-87.904245,R10142,Mount Sinai Hospital,41.860571,-87.715029
900143,Traffic Collision,MEDIC,2024-01-18 12:56:00,2024-01-18 12:58:00,2024-01-18 13:03:00,2024-01-18 13:04:00,2024-01-18 13:22:00,Chicago,41.78161,-87.787617,R10143,Rush University Medical Center,41.87268,-87.674169
900144,Medical Incident,ENGINE,2024-04-03 20:06:00,2024-04-03 20:09:00,2024-04-03 20:11:00,2024-04-03 20:13:00,2024-04-03 20:31:00,Chicago,41.669968,-87.658402,R10144,Saints Mary and Elizabeth,41.901926,-87.684282
900145,Traffic Collision,ENGINE,2024-02-14 21:26:00,2024-02-14 21:29:00,2024-02-14 21:36:00,2024-02-14 21:44:00,2024-02-14 22:13:00,Chicago,41.719551,-87.756517,R10145,Northwestern Memorial Hospital,41.892287,-87.618646
900146,Medical Incident,TRUCK,2024-05-22 16:12:00,2024-05-22 16:13:00,2024-05-22 16:16:00,2024-05-22 16:18:00,2024-05-22 16:43:00,Chicago,41.788485,-87.72019,R10146,Saints Mary and Elizabeth,41.902276,-87.683721
900147,Medical Incident,MEDIC,2024-06-16 07:36:00,2024-06-16 07:41:00,2024-06-16 07:46:00,2024-06-16 07:52:00,2024-06-16 08:06:00,Chicago,41.689123,-87.646621,R10147,Holy Cross Hospital,41.775406,-87.696599
900148,Medical Incident,MEDIC,2024-04-23 16:07:00,2024-04-23 16:12:00,2024-04-23 16:18:00,2024-04-23 16:23:00,2024-04-23 16:35:00,Chicago,41.994236,-87.577189,R10148,Northwestern Memorial Hospital,41.894259,-87.619698
900149,Medical Incident,TRUCK,2024-02-20 05:14:00,2024-02-20 05:19:00,2024-02-20 05:22:00,2024-02-20 05:27:00,2024-02-20 05:50:00,Chicago,41.892976,-87.603644,R10149,Advocate Illinois Masonic,41.938005,-87.651953
900150,Traffic Collision,AMBULANCE,2024-01-23 14:37:00,2024-01-23 14:39:00,2024-01-23 14:48:00,2024-01-23 14:51:00,2024-01-23 15:20:00,Chicago,41.987005,-87.552377,R10150,Holy Cross Hospital,41.776687,-87.697599
900151,Traffic Collision,MEDIC,2024-04-07 07:41:00,2024-04-07 07:47:00,2024-04-07 07:57:00,2024-04-07 08:03:00,2024-04-07 08:28:00,Chicago,41.880429,-87.574697,R10151,Holy Cross Hospital,41.77712,-87.695486
900152,Traffic Collision,MEDIC,2024-02-01 01:24:00,2024-02-01 01:26:00,2024-02-01 01:31:00,2024-02-01 01:39:00,2024-02-01 01:59:00,Chicago,41.667341,-87.742098,R10152,University of Chicago Medical Center,41.79006,-87.602459
900153,Traffic Collision,MEDIC,2024-03-13 04:19:00,2024-03-13 04:21:00,2024-03-13 04:29:00,2024-03-13 04:34:00,2024-03-13 04:54:00,Chicago,41.843839,-87.55642,R10153,Mount Sinai Hospital,41.860332,-87.716748
900154,Medical Incident,AMBULANCE,2024-05-12 07:33:00,2024-05-12 07:38:00,2024-05-12 07:41:00,2024-05-12 07:49:00,2024-05-12 08:03:00,Chicago,41.692743,-87.567858,R10154,UIC Hospital,41.872115,-87.672449
900155,Traffic Collision,ENGINE,2024-05-11 19:33:00,2024-05-11 19:34:00,2024-05-11 19:40:00,2024-05-11 19:43:00,2024-05-11 20:00:00,Chicago,41.672353,-87.68284,R10155,Holy Cross Hospital,41.779061,-87.694245
900156,Traffic Collision,ENGINE,2024-03-02 18:10:00,2024-03-02 18:12:00,2024-03-02 18:19:00,2024-03-02 18:26:00,2024-03-02 18:45:00,Chicago,41.670018,-87.555649,R10156,Holy Cross Hospital,41.77598,-87.696269
900157,Medical Incident,MEDIC,2024-06-10 17:22:00,2024-06-10 17:27:00,2024-06-10 17:35:00,2024-06-10 17:41:00,2024-06-10 18:04:00,Chicago,41.933469,-87.674994,R10157,Mount Sinai Hospital,41.860645,-87.714631
900158,Medical Incident,AMBULANCE,2024-02-23 18:18:00,2024-02-23 18:22:00,2024-02-23 18:32:00,2024-02-23 18:36:00,2024-02-23 19:00:00,Chicago,41.667088,-87.848489,R10158,UIC Hospital,41.871566,-87.674342
900159,Traffic Collision,MEDIC,2024-01-25 04:14:00,2024-01-25 04:17:00,2024-01-25 04:21:00,2024-01-25 04:26:00,2024-01-25 04:38:00,Chicago,41.793411,-87.594716,R10159,Norwegian American Hospital (Humboldt Park),41.904058,-87.705759
900160,Traffic Collision,MEDIC,2024-05-17 04:38:00,2024-05-17 04:40:00,2024-05-17 04:42:00,2024-05-17 04:47:00,2024-05-17 05:13:00,Chicago,41.874549,-87.579379,R10160,University of Chicago Medical Center,41.789886,-87.604137
900161,Traffic Collision,MEDIC,2024-03-20 14:11:00,2024-03-20 14:13:00,2024-03-20 14:19:00,2024-03-20 14:24:00,2024-03-20 14:43:00,Chicago,41.932497,-87.612166,R10161,University of Chicago Medical Center,41.790502,-87.603926
900162,Traffic Collision,MEDIC,2024-02-11 07:46:00,2024-02-11 07:47:00,2024-02-11 07:49:00,2024-02-11 07:55:00,2024-02-11 08:14:00,Chicago,41.960008,-87.880186,R10162,Norwegian American Hospital (Humboldt Park),41.903982,-87.703669
900163,Medical Incident,ENGINE,2024-02-05 10:59:00,2024-02-05 11:03:00,2024-02-05 11:07:00,2024-02-05 11:08:00,2024-02-05 11:35:00,Chicago,41.696151,-87.878989,R10163,Saints Mary and Elizabeth,41.900297,-87.684056
900164,Medical Incident,MEDIC,2024-01-12 00:41:00,2024-01-12 00:42:00,2024-01-12 00:47:00,2024-01-12 00:55:00,2024-01-12 01:20:00,Chicago,41.894109,-87.542254,R10164,Saints Mary and Elizabeth,41.901994,-87.683597
900165,Traffic Collision,MEDIC,2024-02-03 08:34:00,2024-02-03 08:40:00,2024-02-03 08:48:00,2024-02-03 08:56:00,2024-02-03 09:09:00,Chicago,41.649413,-87.648874,R10165,Holy Cross Hospital,41.775696,-87.69533
900166,Traffic Collision,MEDIC,2024-02-08 22:31:00,2024-02-08 22:37:00,2024-02-08 22:45:00,2024-02-08 22:51:00,2024-02-08 23:17:00,Chicago,41.85901,-87.714943,R10166,UIC Hospital,41.870899,-87.673512
900167,Medical Incident,MEDIC,2024-06-13 17:15:00,2024-06-13 17:18:00,2024-06-13 17:22:00,2024-06-13 17:30:00,2024-06-13 17:40:00,Chicago,41.792923,-87.881523,R10167,Holy Cross Hospital,41.776937,-87.695045
900168,Traffic Collision,AMBULANCE,2024-05-23 01:21:00,2024-05-23 01:26:00,2024-05-23 01:35:00,2024-05-23 01:40:00,2024-05-23 01:54:00,Chicago,41.944955,-87.616839,R10168,Holy Cross Hospital,41.776553,-87.696476
900169,Traffic Collision,MEDIC,2024-05-08 00:33:00,2024-05-08 00:36:00,2024-05-08 00:39:00,2024-05-08 00:43:00,2024-05-08 01:04:00,Chicago,41.895118,-87.930344,R10169,Mount Sinai Hospital,41.85947,-87.716793
900170,Traffic Collision,MEDIC,2024-06-23 07:50:00,2024-06-23 07:56:00,2024-06-23 08:04:00,2024-06-23 08:05:00,2024-06-23 08:34:00,Chicago,41.950823,-87.543308,R10170,Advocate Illinois Masonic,41.936566,-87.652192
900171,Traffic Collision,MEDIC,2024-02-10 15:03:00,2024-02-10 15:05:00,2024-02-10 15:13:00,2024-02-10 15:15:00,2024-02-10 15:43:00,Chicago,41.849631,-87.781838,R10171,Rush University Medical Center,41.875965,-87.675965
900172,Medical Incident,MEDIC,2024-02-06 05:34:00,2024-02-06 05:35:00,2024-02-06 05:40:00,2024-02-06 05:44:00,2024-02-06 05:59:00,Chicago,41.737993,-87.819813,R10172,UIC Hospital,41.872515,-87.672795
900173,Medical Incident,MEDIC,2024-01-02 04:19:00,2024-01-02 04:22:00,2024-01-02 04:32:00,2024-01-02 04:37:00,2024-01-02 05:00:00,Chicago,41.89299,-87.934027,R10173,Norwegian American Hospital (Humboldt Park),41.902888,-87.704221
900174,Traffic Collision,ENGINE,2024-06-26 00:35:00,2024-06-26 00:41:00,2024-06-26 00:48:00,2024-06-26 00:53:00,2024-06-26 01:17:00,Chicago,42.015382,-87.537581,R10174,Norwegian American Hospital (Humboldt Park),41.902264,-87.70342
900175,Medical Incident,MEDIC,2024-06-24 19:31:00,2024-06-24 19:37:00,2024-06-24 19:41:00,2024-06-24 19:43:00,2024-06-24 20:06:00,Chicago,41.895341,-87.787527,R10175,Northwestern Memorial Hospital,41.893725,-87.622302
900176,Medical Incident,AMBULANCE,2024-06-14 08:43:00,2024-06-14 08:47:00,2024-06-14 08:51:00,2024-06-14 08:53:00,2024-06-14 09:10:00,Chicago,41.757816,-87.78626,R10176,Mount Sinai Hospital,41.859373,-87.718192
900177,Medical Incident,AMBULANCE,2024-02-26 09:05:00,2024-02-26 09:10:00,2024-02-26 09:14:00,2024-02-26 09:22:00,2024-02-26 09:49:00,Chicago,41.654988,-87.819335,R10177,Norwegian American Hospital (Humboldt Park),41.903577,-87.703689
900178,Medical Incident,AMBULANCE,2024-04-29 05:34:00,2024-04-29 05:35:00,2024-04-29 05:45:00,2024-04-29 05:46:00,2024-04-29 06:07:00,Chicago,41.917073,-87.543862,R10178,Rush University Medical Center,41.873028,-87.675921
900179,Medical Incident,MEDIC,2024-01-09 03:36:00,2024-01-09 03:41:00,2024-01-09 03:51:00,2024-01-09 03:59:00,2024-01-09 04:25:00,Chicago,41.656985,-87.820737,R10179,St. Bernard Hospital,41.776394,-87.640797
900180,Traffic Collision,MEDIC,2024-02-19 20:11:00,2024-02-19 20:16:00,2024-02-19 20:20:00,2024-02-19 20:24:00,2024-02-19 20:40:00,Chicago,41.995105,-87.747382,R10180,Norwegian American Hospital (Humboldt Park),41.902813,-87.704048
900181,Medical Incident,MEDIC,2024-01-04 18:28:00,2024-01-04 18:30:00,2024-01-04 18:36:00,2024-01-04 18:43:00,2024-01-04 19:12:00,Chicago,41.829777,-87.526969,R10181,Mount Sinai Hospital,41.859353,-87.717082
900182,Medical Incident,MEDIC,2024-02-06 04:15:00,2024-02-06 04:19:00,2024-02-06 04:23:00,2024-02-06 04:29:00,2024-02-06 04:50:00,Chicago,41.781004,-87.576729,R10182,St. Bernard Hospital,41.778218,-87.640089
900183,Medical Incident,AMBULANCE,2024-01-22 08:11:00,2024-01-22 08:17:00,2024-01-22 08:21:00,2024-01-22 08:27:00,2024-01-22 08:45:00,Chicago,41.712398,-87.645183,R10183,University of Chicago Medical Center,41.788992,-87.60252
900184,Traffic Collision,MEDIC,2024-02-22 05:45:00,2024-02-22 05:51:00,2024-02-22 06:01:00,2024-02-22 06:05:00,2024-02-22 06:25:00,Chicago,41.90124,-87.619185,R10184,St. Bernard Hospital,41.780374,-87.639985
900185,Traffic Collision,AMBULANCE,2024-05-07 10:07:00,2024-05-07 10:10:00,2024-05-07 10:19:00,2024-05-07 10:27:00,2024-05-07 10:38:00,Chicago,41.862805,-87.669258,R10185,Norwegian American Hospital (Humboldt Park),41.901963,-87.70419
900186,Medical Incident,MEDIC,2024-04-07 03:38:00,2024-04-07 03:41:00,2024-04-07 03:50:00,2024-04-07 03:52:00,2024-04-07 04:10:00,Chicago,41.749084,-87.887834,R10186,Advocate Illinois Masonic,41.939396,-87.65331
900187,Traffic Collision,AMBULANCE,2024-01-27 13:05:00,2024-01-27 13:11:00,2024-01-27 13:18:00,2024-01-27 13:20:00,2024-01-27 13:50:00,Chicago,41.941862,-87.581229,R10187,St. Bernard Hospital,41.776601,-87.640437
900188,Medical Incident,MEDIC,2024-03-20 20:40:00,2024-03-20 20:41:00,2024-03-20 20:49:00,2024-03-20 20:50:00,2024-03-20 21:14:00,Chicago,42.003681,-87.866875,R10188,University of Chicago Medical Center,41.788542,-87.604626
900189,Medical Incident,MEDIC,2024-02-09 03:57:00,2024-02-09 04:02:00,2024-02-09 04:06:00,2024-02-09 04:09:00,2024-02-09 04:20:00,Chicago,41.88518,-87.938228,R10189,Saints Mary and Elizabeth,41.901408,-87.684864
900190,Medical Incident,MEDIC,2024-05-21 23:00:00,2024-05-21 23:01:00,2024-05-21 23:06:00,2024-05-21 23:12:00,2024-05-21 23:23:00,Chicago,41.84419,-87.595153,R10190,University of Chicago Medical Center,41.786497,-87.603315
900191,Traffic Collision,TRUCK,2024-05-27 11:50:00,2024-05-27 11:54:00,2024-05-27 12:01:00,2024-05-27 12:04:00,2024-05-27 12:24:00,Chicago,41.65811,-87.759772,R10191,University of Chicago Medical Center,41.788761,-87.604908
900192,Medical Incident,TRUCK,2024-05-28 06:10:00,2024-05-28 06:13:00,2024-05-28 06:16:00,2024-05-28 06:18:00,2024-05-28 06:28:00,Chicago,41.849391,-87.681954,R10192,St. Bernard Hospital,41.778237,-87.640726
900193,Medical Incident,MEDIC,2024-05-03 15:24:00,2024-05-03 15:30:00,2024-05-03 15:39:00,2024-05-03 15:46:00,2024-05-03 16:10:00,Chicago,41.660645,-87.844073,R10193,UIC Hospital,41.872501,-87.674978
900194,Medical Incident,ENGINE,2024-06-05 18:03:00,2024-06-05 18:07:00,2024-06-05 18:12:00,2024-06-05 18:16:00,2024-06-05 18:42:00,Chicago,41.928099,-87.598494,R10194,Mount Sinai Hospital,41.862043,-87.71438
900195,Medical Incident,MEDIC,2024-03-14 05:07:00,2024-03-14 05:11:00,2024-03-14 05:21:00,2024-03-14 05:29:00,2024-03-14 05:54:00,Chicago,41.75839,-87.901289,R10195,Norwegian American Hospital (Humboldt Park),41.902337,-87.703429
900196,Traffic Collision,MEDIC,2024-05-15 16:48:00,2024-05-15 16:50:00,2024-05-15 16:53:00,2024-05-15 17:00:00,2024-05-15 17:21:00,Chicago,41.830679,-87.780207,R10196,St. Bernard Hospital,41.77828,-87.643741
900197,Medical Incident,MEDIC,2024-03-05 16:25:00,2024-03-05 16:26:00,2024-03-05 16:28:00,2024-03-05 16:35:00,2024-03-05 16:47:00,Chicago,41.817242,-87.825869,R10197,St. Bernard Hospital,41.77826,-87.641904
900198,Traffic Collision,MEDIC,2024-05-11 10:23:00,2024-05-11 10:27:00,2024-05-11 10:30:00,2024-05-11 10:36:00,2024-05-11 10:46:00,Chicago,41.710013,-87.769371,R10198,Norwegian American Hospital (Humboldt Park),41.901861,-87.703732
900199,Traffic Collision,MEDIC,2024-04-05 11:42:00,2024-04-05 11:45:00,2024-04-05 11:51:00,2024-04-05 11:57:00,2024-04-05 12:23:00,Chicago,41.823871,-87.845224,R10199,Advocate Illinois Masonic,41.937348,-87.651953
900200,Traffic Collision,MEDIC,2024-04-30 07:58:00,2024-04-30 08:02:00,2024-04-30 08:05:00,2024-04-30 08:10:00,2024-04-30 08:30:00,Chicago,41.73032,-87.616844,R10200,University of Chicago Medical Center,41.788398,-87.60324
900201,Traffic Collision,AMBULANCE,2024-04-14 21:55:00,2024-04-14 22:01:00,2024-04-14 22:09:00,2024-04-14 22:10:00,2024-04-14 22:35:00,Chicago,41.927638,-87.751747,R10201,St. Bernard Hospital,41.77853,-87.639558
900202,Medical Incident,MEDIC,2024-01-01 18:49:00,2024-01-01 18:53:00,2024-01-01 18:55:00,2024-01-01 19:00:00,2024-01-01 19:12:00,Chicago,41.791204,-87.882866,R10202,UIC Hospital,41.87023,-87.675033
900203,Traffic Collision,ENGINE,2024-04-25 20:33:00,2024-04-25 20:35:00,2024-04-25 20:38:00,2024-04-25 20:41:00,2024-04-25 21:09:00,Chicago,41.666952,-87.532778,R10203,St. Bernard Hospital,41.778371,-87.641604
900204,Medical Incident,ENGINE,2024-04-21 05:17:00,2024-04-21 05:22:00,2024-04-21 05:30:00,2024-04-21 05:38:00,2024-04-21 05:57:00,Chicago,41.985564,-87.714577,R10204,Mount Sinai Hospital,41.860488,-87.71442
900205,Traffic Collision,ENGINE,2024-01-26 19:07:00,2024-01-26 19:11:00,2024-01-26 19:17:00,2024-01-26 19:18:00,2024-01-26 19:31:00,Chicago,41.686588,-87.679433,R10205,Northwestern Memorial Hospital,41.894338,-87.620412
900206,Medical Incident,MEDIC,2024-01-24 15:46:00,2024-01-24 15:50:00,2024-01-24 15:53:00,2024-01-24 15:59:00,2024-01-24 16:22:00,Chicago,41.684716,-87.917302,R10206,Saints Mary and Elizabeth,41.901682,-87.684319
900207,Medical Incident,ENGINE,2024-02-01 18:04:00,2024-02-01 18:07:00,2024-02-01 18:17:00,2024-02-01 18:22:00,2024-02-01 18:43:00,Chicago,41.775319,-87.797661,R10207,Holy Cross Hospital,41.77729,-87.693925
900208,Traffic Collision,MEDIC,2024-02-18 22:38:00,2024-02-18 22:43:00,2024-02-18 22:46:00,2024-02-18 22:47:00,2024-02-18 23:10:00,Chicago,41.752647,-87.855623,R10208,Mount Sinai Hospital,41.85973,-87.715052
900209,Traffic Collision,ENGINE,2024-01-30 06:43:00,2024-01-30 06:46:00,2024-01-30 06:53:00,2024-01-30 07:00:00,2024-01-30 07:14:00,Chicago,41.934837,-87.868304,R10209,St. Bernard Hospital,41.775962,-87.642008
900210,Traffic Collision,MEDIC,2024-02-04 20:07:00,2024-02-04 20:11:00,2024-02-04 20:20:00,2024-02-04 20:25:00,2024-02-04 20:52:00,Chicago,41.846425,-87.675804,R10210,St. Bernard Hospital,41.779052,-87.641844
900211,Traffic Collision,AMBULANCE,2024-06-06 10:00:00,2024-06-06 10:03:00,2024-06-06 10:13:00,2024-06-06 10:17:00,2024-06-06 10:28:00,Chicago,41.921752,-87.535987,R10211,Northwestern Memorial Hospital,41.894327,-87.620219
900212,Medical Incident,MEDIC,2024-05-26 00:09:00,2024-05-26 00:13:00,2024-05-26 00:15:00,2024-05-26 00:18:00,2024-05-26 00:48:00,Chicago,41.651578,-87.59323,R10212,University of Chicago Medical Center,41.789892,-87.603904
900213,Medical Incident,AMBULANCE,2024-05-10 13:01:00,2024-05-10 13:05:00,2024-05-10 13:09:00,2024-05-10 13:11:00,2024-05-10 13:28:00,Chicago,41.843601,-87.727976,R10213,Northwestern Memorial Hospital,41.892521,-87.618856
900214,Medical Incident,MEDIC,2024-02-01 11:11:00,2024-02-01 11:17:00,2024-02-01 11:20:00,2024-02-01 11:27:00,2024-02-01 11:55:00,Chicago,41.724367,-87.856967,R10214,UIC Hospital,41.872509,-87.672753
900215,Medical Incident,AMBULANCE,2024-06-12 01:01:00,2024-06-12 01:02:00,2024-06-12 01:11:00,2024-06-12 01:17:00,2024-06-12 01:34:00,Chicago,41.907925,-87.900711,R10215,Holy Cross Hospital,41.777182,-87.695752
900216,Traffic Collision,MEDIC,2024-05-31 04:00:00,2024-05-31 04:04:00,2024-05-31 04:11:00,2024-05-31 04:17:00,2024-05-31 04:46:00,Chicago,41.654246,-87.644985,R10216,Saints Mary and Elizabeth,41.900909,-87.684817
900217,Traffic Collision,AMBULANCE,2024-04-12 17:14:00,2024-04-12 17:19:00,2024-04-12 17:28:00,2024-04-12 17:33:00,2024-04-12 17:44:00,Chicago,41.977649,-87.650182,R10217,Saints Mary and Elizabeth,41.902072,-87.684478
900218,Traffic Collision,AMBULANCE,2024-05-05 05:58:00,2024-05-05 06:02:00,2024-05-05 06:04:00,2024-05-05 06:10:00,2024-05-05 06:31:00,Chicago,41.731405,-87.830666,R10218,St. Bernard Hospital,41.777652,-87.640171
